"Adress" "lat" "long"
"1114" "JVPD Scheme" NA NA
"1115" "Swayam Apartment, Poonam Gardens" NA NA
"1116" "Hill Road, Bandra West" 19.05508 72.8363362
"1117" "Godrej Prime, Chembur" NA NA
"1118" "Goregaon West" 19.1633281 72.8411995
"1119" "Ghatkopar West" 19.0897194 72.9045972
"1120" "Chandivali" 19.1091482 72.8945793
"1121" "Kalpataru Antariksha, Prabhadevi" NA NA
"1122" "Santacruz East" 19.0803065 72.855288
"1123" "Lodha Bellissimo, Mahalakshmi" NA NA
"1124" "Goregaon East" 19.1692623 72.8552548
"1125" "Raheja Exotica Sorento, Madh" NA NA
"1126" "Andheri West" 19.1172495 72.833968
"1127" "Hindu Colony" 19.0199623 72.8478929
"1128" "Powai" 19.1187195 72.9073476
"1129" "Ekta Nagar" 22.6752876 75.8686556568196
"1130" "Dsk Madhuban, Sakinaka Junction" NA NA
"1131" "Akruti Orchid Park, Sakinaka Junction" NA NA
"1132" "Andheri West" 19.1172495 72.833968
"1133" "Nahur Gaothan" NA NA
"1134" "Acme Avenue, Kandivali West" NA NA
"1135" "JB Nagar" 28.62936895 77.1173639068848
"1136" "Laksharia Tower, Andheri West" NA NA
"1137" "Oasis, Lokhandwala Twp" NA NA
"1138" "Mazgaon" 18.3752577 72.9366878
"1139" "Sanghvi Evana, Worli" NA NA
"1140" "Sakinaka Junction" NA NA
"1141" "GSA Grandeur, Gokuldham" NA NA
"1142" "Midas PMGP Mhada Colony, PMGP Colony" NA NA
"1143" "Auris Serenity, Adarsh Nagar" NA NA
"1144" "Benchmark Solus, Waterfield Road" NA NA
"1145" "Evershine Millenium Paradise, Thakur Village, Kandivali East" 19.2111437 72.873958
"1146" "Kanakia Sevens, Marol Maroshi Road" NA NA
"1147" "JVPD Scheme" NA NA
"1148" "Chembur" 19.0626319 72.9011399
"1149" "D.N. Nagar" 19.12829205 72.8301933552395
"1150" "Sion East, Sion Koliwada" 19.035845 72.8614005
"1151" "Shreenath nagar, Morya Nagar" NA NA
"1152" "Lodha Kiara, Worli Hill" NA NA
"1153" "Lodha Eternis, Chakala MIDC" NA NA
"1154" "Sejal Tower, Goregaon West" NA NA
"1155" "Bhakti Park" 19.0278681 72.8795682
"1156" "Vasant Sagar, Thakur Village, Kandivali East" NA NA
"1157" "Akruti Aneri, Marol" NA NA
"1158" "Lodha New Cuffe Parade, Bhakti Park" NA NA
"1159" "Altavista, Chembur" NA NA
"1160" "Ashford Casa Grande, Lower Parel" NA NA
"1161" "Windsor Grande Residences, Andheri West" NA NA
"1162" "Ekta Trinity, Santacruz West" NA NA
"1163" "Kailash Tower, Powai" 19.11434315 72.9035361509224
"1164" "JVPD Scheme" NA NA
"1165" "Royal Residency, Lal Baug" NA NA
"1166" "Kalina" 52.4479539 18.3908933
"1167" "Techno Park I, Kandivali East" NA NA
"1168" "Andheri East" 19.1158835 72.854202
"1169" "Kalina" 52.4479539 18.3908933
"1170" "Andheri West" 19.1172495 72.833968
"1171" "Insignia, Bandra Kurla Complex" NA NA
"1172" "Oberoi Esquire, Goregaon East" NA NA
"1173" "Chembur" 19.0626319 72.9011399
"1174" "Sufalam CHS, Chembur East" NA NA
"1175" "Shimpla Vighnaharta CHS, Seven Bungalows" NA NA
"1176" "Oberoi Prisma, Agarkar Chowk" NA NA
"1177" "Neumec Elegance, Lower Parel" NA NA
"1178" "Andheri West" 19.1172495 72.833968
"1179" "Aspire, Thakur Village, Kandivali East" NA NA
"1180" "Wadhwa Atmosphere, Mulund West" NA NA
"1181" "Bhandup" 19.1438684 72.9384327
"1182" "Panch Complex, Powai" NA NA
"1183" "Sabari Ashville, Chembur East" NA NA
"1184" "Mulund West" 19.1719717 72.9511956
"1185" "Promenade At The Address, Ghatkopar West" NA NA
"1186" "Sunteck City Avenue 1, Goregaon West" NA NA
"1187" "DB Ozone, Mira Road" NA NA
"1188" "Salvation CHS, Dadar West" NA NA
"1189" "Rustomjee Elanza, Mindspace" NA NA
"1190" "Lodha Bellissimo, Mahalakshmi" NA NA
"1191" "simla house at nepeasea road, Napean Sea Road" NA NA
"1192" "Altavista, Chembur" NA NA
"1193" "Hubtown Gardenia, Mira Road" NA NA
"1194" "Andheri East" 19.1158835 72.854202
"1195" "Promenade At The Address, Ghatkopar West" NA NA
"1196" "Vile Parle West" 19.1038725 72.8402903
"1197" "Khar West" 34.6146799 71.9380292
"1198" "Gaurav Excellency, Mira Road" NA NA
"1199" "Kanakia Paris, Bandra Kurla Complex" NA NA
"1200" "Salvation CHS, Dadar West" NA NA
"1201" "Hiranandani Gardens" 19.11705805 72.9111791654444
"1202" "Sanjona Gulmarg Towers, Chembur East" NA NA
"1203" "Bandra West" 19.0583358 72.8302669
"1204" "New Devchhaya Building" NA NA
"1205" "Goregaon West" 19.1633281 72.8411995
"1206" "Bandra West" 19.0583358 72.8302669
"1207" "Andheri East" 19.1158835 72.854202
"1208" "Devi Pada" NA NA
"1209" "Lodha The Park, Worli" NA NA
"1210" "The Windsor, Kandivali East" NA NA
"1211" "Manavsthal, Andheri East" NA NA
"1212" "vanamali chs ghatla, Ghatla" NA NA
"1213" "lokhandwala residency, Worli" NA NA
"1214" "Adityavardhan Apartment, Raheja Vihar" NA NA
"1215" "Prabhadevi" 19.0148811 72.8279556
"1216" "Sundar Nagar, Kalina" 19.0768376 72.8622318
"1217" "Union Park" 28.565607 -81.2348321
"1218" "Kanakia Rainforest, Andheri East" NA NA
"1219" "Bhandup Village" 19.1516367 72.9435238
"1220" "Aspire, Kandivali East" NA NA
"1221" "Auris Serenity, Link Road" 19.1922381 72.8354630092947
"1222" "Bandra West" 19.0583358 72.8302669
"1223" "JVPD Scheme" NA NA
"1224" "Tulip at Runwal Forests, Kanjurmarg West" NA NA
"1225" "Unicorn Global Arena, Naigaon East" NA NA
"1226" "Sher E Punjab Society" NA NA
"1227" "Chembur" 19.0626319 72.9011399
"1228" "Green Woods Chkala, Andheri East" NA NA
"1229" "Hillcrest, Andheri East" NA NA
"1230" "Shilphata" 19.1430394 73.0467879
"1231" "Bandra West" 19.0583358 72.8302669
"1232" "Omkar Alta Monte, Kurar Village" NA NA
"1233" "Jacob Circle" 40.5066815 -106.8591739
"1234" "Santacruz West" 19.0810735 72.8371727
"1235" "Godrej Central, Chembur" NA NA
"1236" "Omkar Alta Monte, Kurar Village" NA NA
"1237" "Orchid Residency, Link Road" NA NA
"1238" "Santacruz West" 19.0810735 72.8371727
"1239" "Seven Bungalows" 19.1297617 72.8213781
"1240" "Satyam Springs, Deonar" NA NA
"1241" "Hiranandani Castle Rock, Hiranandani Gardens" NA NA
"1242" "Oberoi Splendor, JVLR-Jogeshwari Vikhroli Link Road" NA NA
"1243" "Hiranandani Atlantis, Hiranandani Gardens" NA NA
"1244" "Aims Sea View, Indralok" NA NA
"1245" "diamond garden, Chembur East" 19.0531011 72.9004413706339
"1246" "Seven Bungalows" 19.1297617 72.8213781
"1247" "Hiranandani Castle Rock, Hiranandani Gardens" NA NA
"1248" "Bandra West" 19.0583358 72.8302669
"1249" "Samarth Srishti, Bhandup West" NA NA
"1250" "Hari Kunj II, Sindhi Society Chembur" NA NA
"1251" "Virar" 19.4553059 72.811816
"1252" "Runwal Elegante, Andheri West" NA NA
"1253" "Godrej The Trees, Vikhroli East" NA NA
"1254" "Mira Road East" 19.2948873 72.8678432
"1255" "Mulund West" 19.1719717 72.9511956
"1256" "Purushottam Towers, Dadar West" NA NA
"1257" "Shapoorji Pallonji Vicinia, Chandivali" NA NA
"1258" "sunanda circal" NA NA
"1259" "Antop Hill, Wadala" 19.0302863 72.8669592
"1260" "Kandivali East" 19.2103809 72.8640837
"1261" "Auris Serenity, Malad West" 19.1922381 72.8354630092947
"1262" "Lodha Kiara, Worli Hill" NA NA
"1263" "Runwal Forests, Kanjurmarg West" NA NA
"1264" "Ratan Silicon Park, Jankalyan Nagar" NA NA
"1265" "Goregaon West" 19.1633281 72.8411995
"1266" "Vasant Oscar, Mulund West" NA NA
"1267" "Mahatama Gandhi Road" 19.1822733 72.9660963
"1268" "Hiranandani Regent Hill, Powai" NA NA
"1269" "Auris Serenity, Kanch Pada" NA NA
"1270" "Malabar Hill" 18.9581616 72.8033665
"1271" "Naigaon East" 19.3510691 72.8480012
"1272" "Seven Bungalows" 19.1297617 72.8213781
"1273" "Dr Babasaheb Ambedkar Road, Mumbai" 19.213274 72.828494
"1274" "Bandra West" 19.0583358 72.8302669
"1275" "Hubtown Sunmist, Chakala" NA NA
"1276" "Indiabulls Blu, Worli" NA NA
"1277" "Alpine, Kandivali East" NA NA
"1278" "Ghatkopar East" 19.0834898 72.9120255
"1279" "Ajmera Bhakti Park, Bhakti Park" NA NA
"1280" "in Kandivali West" 19.2083801 72.842227
"1281" "Ghatkopar West" 19.0897194 72.9045972
"1282" "chakala andheri east" 19.11203595 72.8676217487513
"1283" "Hiranandani Regent Hill, Powai" NA NA
"1284" "Lodha casa rio" 19.1480906 73.0772577138366
"1285" "Pali Hill Apartment, Pali Hill" NA NA
"1286" "Srishti Solitaire, Bhandup Industrial Estate" NA NA
"1287" "Godrej Tranquil, Lokhandwala Twp" NA NA
"1288" "Runwal Elegante, Andheri West" NA NA
"1289" "Shapoorji Pallonji Vicinia, Chandivali" NA NA
"1290" "Bhandup East" 19.1485568 72.9470657
"1291" "Sheth Beaumonte, Sion Koliwada" NA NA
"1292" "Gokul Gagan, Thakur Village, Kandivali East" 19.21095795 72.8702679376392
"1293" "Auris Serenity, Kanch Pada" NA NA
"1294" "TATA Falcon Crest, Parel" NA NA
"1295" "Crescent Bay T3, Bhoiwada" NA NA
"1296" "Vishnu Shivam Tower, Thakur Village, Kandivali East" 19.2117903 72.870382858396
"1297" "Conwood Astoria, Goregaon East" NA NA
"1298" "Odyssey Bhakti Park, Bhakti Park" NA NA
"1299" "Salasar Garden, Beverly Park" NA NA
"1300" "Royal Palms Diamond Isle Phase II, Aarey Milk Colony" NA NA
"1301" "Raj Legacy, Vikhroli West" 19.1170245 72.927482606087
"1302" "Sundar Nagar, Kalina" 19.0768376 72.8622318
"1303" "DB Woods, Gokuldham" 19.1714526 72.8701254668608
"1304" "Oberoi Esquire, Goregaon East" NA NA
"1305" "Shree Sai Usha Complex, Bhandup West" NA NA
"1306" "Raheja Heights, Malad East" 19.1840035 72.8559940040554
"1307" "Hillcrest, Andheri East" NA NA
"1308" "Vile Parle" 19.0999098 72.8440038
"1309" "Rivali Park, Borivali East" NA NA
"1310" "Sheth Auris Serinity, Malad West" NA NA
"1311" "Alpine Shapoorji Pallonji, Thakur Village, Kandivali East" NA NA
"1312" "Ghatkopar East" 19.0834898 72.9120255
"1313" "Andheri West" 19.1172495 72.833968
"1314" "Dahisar East" 19.2486925 72.8640593
"1315" "Raheja Heights, BMC Colony Malad East" NA NA
"1316" "Tridhaatu Bhaveshwar Vilas, Central Avenue Road" NA NA
"1317" "Midas Enclave CHS , Nandiadwala Colony" NA NA
"1318" "Ketki Pada" NA NA
"1319" "Collector Colony" 19.0432474 72.8918081
"1320" "Khar West" 34.6146799 71.9380292
"1321" "Waterfield Road" 55.9046337 -3.2049114
"1322" "White Lily Apartment, Bhandup East" NA NA
"1323" "in Mira Road" 19.2816975 72.8560676
"1324" "Eco Residency, Andheri East" NA NA
"1325" "Hiranandani Castle Rock, Hiranandani Gardens" NA NA
"1326" "Kalpataru Crest, Bhandup West" 19.15665255 72.9383032261564
"1327" "Midas Enclave CHS , Nandiadwala Colony" NA NA
"1328" "Marigold-5, Beverly Park" NA NA
"1329" "Greenfields CHS, Andheri East" NA NA
"1330" "Breach Candy" 18.9721871 72.8043338
"1331" "HDIL Premier Residences, Kurla West" NA NA
"1332" "Powai" 19.1187195 72.9073476
"1333" "Dadar East" 19.0162531 72.8522274
"1334" "Lal Baug" 18.9935288 72.8424069
"1335" "Chandivali" 19.1091482 72.8945793
"1336" "Chanchal Kalyan Complex, Yari Road" NA NA
"1337" "L&T Emerald Isle, Powai" NA NA
"1338" "Ghatla" 23.3688501 75.0839031
"1339" "Kandivali East" 19.2103809 72.8640837
"1340" "Juhu Versova Link Road" 19.1219328 72.8257301
"1341" "Lower Parel" 18.99568 72.8302756
"1342" "Pali Hill" 19.0649126 72.8270326
"1343" "in Santacruz East" 19.0803065 72.855288
"1344" "Milap CHS, Seven Bungalows" NA NA
"1345" "Bandra West" 19.0583358 72.8302669
"1346" "Lodha Marquise, Worli" NA NA
"1347" "Kurla West" 19.0686026 72.876583
"1348" "Sabari Palm View, Chembur" NA NA
"1349" "Kanakia Paris, Bandra Kurla Complex" NA NA
"1350" "Oberoi Splendor, JVLR-Jogeshwari Vikhroli Link Road" NA NA
"1351" "Sky Villa, Gokuldham" NA NA
"1352" "in Borivali East" 19.2267228 72.8619328
"1353" "Marathon Next Gen Era, Lower Parel" NA NA
"1354" "Raheja Ridgewood, Goregaon East" NA NA
"1355" "Chembur" 19.0626319 72.9011399
"1356" "Rajesh Raj Classic, Yari Road" NA NA
"1357" "Band Stand, Bandra Band Stand" NA NA
"1358" "Shiv Dham Apartment, Goregaon East" NA NA
"1359" "Sion Trombay Road" 19.0538128 72.8864549
"1360" "Dadar East" 19.0162531 72.8522274
"1361" "Celestia Spaces, Balkrishna Dadu Karade Chowk" NA NA
"1362" "DB Woods, Gokuldham" 19.1714526 72.8701254668608
"1363" "Swastik Pride, Chembur East" NA NA
"1364" "Kanjurmarg East" 19.1378308 72.9361964
"1365" "Andheri East" 19.1158835 72.854202
"1366" "Indraprastha CHS, Bhayandar East" NA NA
"1367" "Oberoi Splendor Grande, Agarkar Chowk" NA NA
"1368" "Spring Leaf, Lokhandwala Twp" NA NA
"1369" "Malad West" 19.1840129 72.8412155
"1370" "Khar West" 34.6146799 71.9380292
"1371" "Romell Aether, Goregaon East" 19.170116 72.8531603882107
"1372" "Godrej The Trees, Vikhroli East" NA NA
"1373" "Borivali East" 19.2267228 72.8619328
"1374" "Mahajan Wadi" 19.17208695 72.954735196823
"1375" "Film City" 19.161697 72.88678
"1376" "Lakshchandi Height, Goregaon East" NA NA
"1377" "Challenger Tower, Thakur Village, Kandivali East" NA NA
"1378" "Bhoomi Elegant, Thakur Complex" NA NA
"1379" "Adani Western Heights, Andheri West" NA NA
"1380" "Chandivali" 19.1091482 72.8945793
"1381" "Worli" 19.0116962 72.8180702
"1382" "Galassia, Kandarpada" NA NA
"1383" "Charkop" 19.2141193 72.8258652
"1384" "diamond garden, Chembur" 19.0531011 72.9004413706339
"1385" "Bandra West" 19.0583358 72.8302669
"1386" "Kalpataru Crest, Bhandup West" 19.15665255 72.9383032261564
"1387" "Hiranandani Castle Rock, Powai" NA NA
"1388" "Mayuresh Srishti, Bhandup West" 19.158327 72.9370017
"1389" "The Primordial House, Kemps Corner" NA NA
"1390" "Godrej The Trees, Pirojshah Nagar" NA NA
"1391" "Ghatkopar East" 19.0834898 72.9120255
"1392" "Vikhroli" 19.1114795 72.928021
"1393" "Raheja Imperia, Worli" NA NA
"1394" "MidCity Shikhar, Andheri West" NA NA
"1395" "Srinagarchs chembur west near sankralyammandir" NA NA
"1396" "Royal Palms, Goregaon East" NA NA
"1397" "Uttam Society, Chembur" NA NA
"1398" "Green Woods Chkala, Andheri East" NA NA
"1399" "Ashok Van" NA NA
"1400" "Malabar Hill" 18.9581616 72.8033665
"1401" "Malad East" 19.1860219 72.8563181
"1402" "Khar West" 34.6146799 71.9380292
"1403" "Lodha Azzuro , Parel" NA NA
"1404" "Safal Twins, Chembur" NA NA
"1405" "SK Imperial Heights, Mira Road East" NA NA
"1406" "Prathamesh Heritage, Beverly Park" NA NA
"1407" "Andheri West" 19.1172495 72.833968
"1408" "Mazgaon" 18.3752577 72.9366878
"1409" "K Raheja Maple Leaf, Powai" NA NA
"1410" "Amar Nagar" 19.1684882 72.9312158
"1411" "Chandivali" 19.1091482 72.8945793
"1412" "Nalasopara West" 19.41744235 72.8175974567231
"1413" "MJ Shah Centrio, Chembur" NA NA
"1414" "Kurla" 41.7238743 86.173541
"1415" "JL Tambe Nagar" NA NA
"1416" "Dheeraj Valley Tower, Goregaon East" NA NA
"1417" "Chakala" 14.720984 8.792674
"1418" "HDIL Metropolis, 4 Bunglows" NA NA
"1419" "Ruparel Ariana, Parel" NA NA
"1420" "Worli" 19.0116962 72.8180702
"1421" "Sethia Grandeur, Bandra East" NA NA
"1422" "Indiabulls Blu, Worli" NA NA
"1423" "Dahisar East" 19.2486925 72.8640593
"1424" "Samarth Garden, Bhandup West" 19.1571258 72.9409537514535
"1425" "Utkarsh CHS, Prabhadevi" NA NA
"1426" "Indiabulls Blu, Worli Naka Acharaya Atre Chowk" NA NA
"1427" "Azad Nagar Colaba" NA NA
"1428" "MUKTA MAHEK, Thakur Complex" NA NA
"1429" "Srishti Elegance, Bhandup West" NA NA
"1430" "Thakur Complex" 19.21124415 72.8643224305836
"1431" "117 Residency, Chembur East" NA NA
"1432" "Indiabulls Blu, Worli" NA NA
"1433" "Sai Aasha Daya, Mulund East" NA NA
"1434" "Bandra West" 19.0583358 72.8302669
"1435" "L&T Emerald Isle, Powai" NA NA
"1436" "Oberoi Splendor, JVLR-Jogeshwari Vikhroli Link Road" NA NA
"1437" "Bhakti Park" 19.0278681 72.8795682
"1438" "Sumit Greendale, Chikhal Dongari" NA NA
"1439" "Bombay Dyeing Two ICC, Dadar East" NA NA
"1440" "Badrinath Tower, Amit Nagar" NA NA
"1441" "Perry Rd" 51.8609964 0.41171
"1442" "Thakur Jewel, Thakur Village, Kandivali East" 19.20663255 72.8730822260976
"1443" "Shapoorji Pallonji Vicinia, Chandivali" NA NA
"1444" "Mahim West" 19.0321141 72.8394613
"1445" "Madhugiri Society, Chembur" NA NA
"1446" "Raheja Heights, Malad East" 19.1840035 72.8559940040554
"1447" "Orchid Suburbia, Bander Pakhadi" NA NA
"1448" "Omkar Meridia, Bandra Kurla Complex" NA NA
"1449" "in Mahim West" 19.0355864 72.8404838
"1450" "Hiranandani Gardens Odyssey I, Hiranandani Gardens" NA NA
"1451" "Charkop Sector 6" 19.221074 72.8314119457225
"1452" "Crescent Bay Callisto, Parel" NA NA
"1453" "Serenity Complex" 19.1483881 72.8335529
"1454" "Irla, Vile Parle West" 19.1017818 72.8380893
"1455" "Kandivali West" 19.2083801 72.842227
"1456" "Paras Building, Sion East" NA NA
"1457" "Taloja Phase 2" 19.1664376 73.1159149
"1458" "diamond garden, Chembur East" 19.0531011 72.9004413706339
"1459" "Valentine Apartments, Gokuldham" NA NA
"1460" "Lady Ratan Tower, Worli" NA NA
"1461" "Hiranandani Gardens Torino, Hiranandani Gardens" NA NA
"1462" "Lokhandwala Octacrest, Lokhandwala Twp" NA NA
"1463" "Andheri West" 19.1172495 72.833968
"1464" "Malad West" 19.1840129 72.8412155
"1465" "Goregaon East" 19.1692623 72.8552548
"1466" "Sindhi Society, Chembur" 19.0612128 72.8975909
"1467" "Alpine Apartments, Chembur East" NA NA
"1468" "Kabra Metro One, Seven Bungalows" 19.13025085 72.822788445358
"1469" "Borivali West" 19.2294561 72.8479905
"1470" "Vintage Pearl Apartment, Bandra West" NA NA
"1471" "Vile Parle West" 19.1038725 72.8402903
"1472" "Bandra West" 19.0583358 72.8302669
"1473" "Man Opus, Mira Road" NA NA
"1474" "in Andheri West" 19.1172495 72.833968
"1475" "Ghatkopar" 19.0859539 72.9082381
"1476" "L&T Emerald Isle, Chandivali" NA NA
"1477" "Lodha World Crest, Lower Parel" NA NA
"1478" "Seven Bungalows" 19.1297617 72.8213781
"1479" "Sion East" 19.0428153 72.8653563
"1480" "Lodha Venezia, Parel" NA NA
"1481" "Bhoiwada" 19.0050981 72.846061
"1482" "L&T Emerald Isle, Powai" NA NA
"1483" "World One Tower Mumbai, Worli" NA NA
"1484" "Hiranandani Regent Hill, Hiranandani Gardens" NA NA
"1485" "Khar West" 34.6146799 71.9380292
"1486" "Waterfield Road" 55.9046337 -3.2049114
"1487" "in Borivali West" 19.2294561 72.8479905
"1488" "Saaga Mrunali CHS, Shantivan" NA NA
"1489" "Andheri West" 19.1172495 72.833968
"1490" "Bombay Dyeing Two ICC, Dadar TT Circle" NA NA
"1491" "Chembur" 19.0626319 72.9011399
"1492" "Dosti Ambrosia, Wadala East" NA NA
"1493" "in Sion" 19.0465213 72.8632834
"1494" "Ghatkopar West" 19.0897194 72.9045972
"1495" "DB Woods, Gokuldham" 19.1714526 72.8701254668608
"1496" "L&T Emerald Isle, Powai" NA NA
"1497" "Talagatta Pura" NA NA
"1498" "Nagappa Reddy layout-Dooravani Nagar" NA NA
"1499" "Kattigenahalli, Bellary Road" 13.1315751 77.6153493
"1500" "C V Raman Nagar" 12.9856478 77.6649767
"1501" "Chikkalasandra, Bangalore" 12.9121916 77.5476337
"1502" "Talaghattapura" NA NA
"1503" "Malleshwaram" 13.0027353 77.5703253
"1504" "Ramaiah Layout, Kacharakanahalli" NA NA
"1505" "Rajajinagar" 12.9882338 77.554883
"1506" "Padmanabha Nagar" 13.0045512 80.2587292
"1507" "Kengeri Main Road" 12.9281496 77.4865612
"1508" "Ramamurthy Nagar" 13.0120218 77.6777817
"1509" "Thanisandra" 13.054713 77.6339258
"1510" "J P Nagar" 12.9096941 77.5866067
"1511" "Bannerghatta Main Road" 12.805373 77.5937843
"1512" "Vinayakanagar, Hebbal" NA NA
"1513" "venkatapuram" 18.8306174 83.5058566
"1514" "Vv Nagar, Bikasipura" NA NA
"1515" "C V Raman Nagar" 12.9856478 77.6649767
"1516" "Ramamurthy Nagar" 13.0120218 77.6777817
"1517" "Kacharakanahalli" 12.9957647 77.814568
"1518" "Tumkur Road" 13.0420927 77.5151527
"1519" "Babusahib Palya" NA NA
"1520" "Kumaraswamy Layout, Kumaraswamy Layout" 12.8974283 77.5573828
"1521" "Nri Layout" 12.96662815 77.7110535870043
"1522" "Balaji Layout -Hongasandra, Hongasandra" NA NA
"1523" "Vijaya Bank Layout" 12.8929425 77.6077625
"1524" "Jaya Nagar Block 1, Jayanagar" NA NA
"1525" "Maruthi Sevanagar" 13.0008257 77.6328326
"1526" "Nelamangala" 13.0953024 77.3963586
"1527" "Yelahanka New Town" 13.0978039 77.5811889
"1528" "Hongasandra" 12.9013684 77.6320572
"1529" "Girinagar" 12.9401439 77.5444995
"1530" "T Dasarahalli" 13.04514135 77.514789427294
"1531" "Ramamurthy Nagar" 13.0120218 77.6777817
"1532" "Jogupalya" 12.9746882 77.628026
"1533" "Maruthi Sevanagar" 13.0008257 77.6328326
"1534" "Balaji Gardens Layout, Gottigere" NA NA
"1535" "in Bannerghatta Road" 12.8545439 77.5886892
"1536" "Electronic City Phase 2, Electronic City" 12.8356079 77.6788813
"1537" "Hebbal" 13.0382184 77.5919
"1538" "Jalahalli East" 13.06417205 77.5434505041395
"1539" "Garebhavipalya, Hongasandra, Hosur Road" NA NA
"1540" "Btm Layout Stage 4" 12.9140082 77.607945
"1541" "Konanakunte" 12.8792861 77.5697529
"1542" "Basaveshwar Nagar" 15.3536761 75.1043006
"1543" "Jp Nagar Phase 7, J P Nagar" 12.9117472 77.5918492
"1544" "Hebbal" 13.0382184 77.5919
"1545" "Koramangala Block 4" 12.92775395 77.62987845
"1546" "Aecs Layout-Singasandra, Singasandra, Hosur Road" 12.8773582 77.6472573
"1547" "Mahadevapura" 12.9934976 77.6924156
"1548" "Banaswadi" 13.0141618 77.6518539
"1549" "Kalasipalyam, Kalasipalyam" NA NA
"1550" "Tilak Nagar, Jayanagar, bannerghatta main Road" NA NA
"1551" "K R Puram" 13.0088135 76.1078992
"1552" "Electronic City" 12.8487599 77.6482529582762
"1553" "Sarjapur Road" 12.920441 77.6653284
"1554" "whitefield" 53.5533682 -2.2969019
"1555" "Nagondanahalli" 12.97516 77.7703403
"1556" "Isro Layout, Kumaraswamy Layout" 12.8974283 77.5573828
"1557" "Banashankari" 15.8876779 75.7046777
"1558" "JAR Shikara" NA NA
"1559" "Medahalli" 13.0278454 77.7206079
"1560" "Electronic City Phase 2, Electronic City" 12.8356079 77.6788813
"1561" "Ramamurthy Nagar" 13.0120218 77.6777817
"1562" "Byatarayanapura" 13.0666526 77.591967
"1563" "Udayanagar Extension, Mahadevapura" NA NA
"1564" "Dwarka Nagar, Kattigenahalli" NA NA
"1565" "Btm Layout" 12.9151772 77.6102821
"1566" "Jeevan Bima Nagar, Airport Road" NA NA
"1567" "Jaya Nagar Block 7, Jayanagar" NA NA
"1568" "Chamrajpet" 12.9570094 77.5629778
"1569" "Hosa Road, off Hosur Road" NA NA
"1570" "Electronics City Phase 1, Electronic City" 12.83987 77.6531025
"1571" "Subramanyapura" 12.914506 77.5604592
"1572" "K R Puram" 13.0088135 76.1078992
"1573" "Byatarayanapura" 13.0666526 77.591967
"1574" "Kempapura Agrahara" 12.9706228 77.5553763
"1575" "Vijayanagar" 29.2436472 73.5222553
"1576" "Munnekollal" NA NA
"1577" "Sarakki Nagar, J P Nagar" 12.9074812 77.5731495
"1578" "Ananda Puram, Jeevan Bima Nagar" NA NA
"1579" "Electronic City Phase 2, Electronic City" 12.8356079 77.6788813
"1580" "Hrbr Layout, Kalyan Nagar, Outer Ring Road" NA NA
"1581" "Horamavu kelkkeri road" NA NA
"1582" "Vishweshwaraiah Layout, Annapurneshwari Nagar" NA NA
"1583" "Babusapalya" NA NA
"1584" "Babusapalya" NA NA
"1585" "Hutchins Road" 42.4283167 -71.1111231
"1586" "Nisarga capital appartment" NA NA
"1587" "Jp Nagar Phase 1, J P Nagar" 12.9117472 77.5918492
"1588" "Rbi Layout, J P Nagar" 12.8856424 77.5825719
"1589" "Hbr Layout Block 4, HBR Layout" 13.0260911 77.628483
"1590" "Frazer Town" 12.996845 77.6130165
"1591" "Chikkalasandra" 12.9121916 77.5476337
"1592" "whitefield" 53.5533682 -2.2969019
"1593" "Abbigere" 13.0742739 77.5288653
"1594" "Chikkabanavara" 13.4021825 76.1844179
"1595" "Meenakshi Layout, Kengeri" NA NA
"1596" "Rajajinagar" 12.9882338 77.554883
"1597" "Mahatma Gandhi Road" 12.9755264 77.6067902
"1598" "Bilekahalli" 12.8979703 77.6085699
"1599" "Madanayakahalli" NA NA
"1600" "Sivanchetti Gardens" 12.9845768 77.6131984
"1601" "Nagavara" 13.0374647 77.623602
"1602" "Hebbal" 13.0382184 77.5919
"1603" "Thammenahalli Apartmentge" NA NA
"1604" "Horamavu" 13.0273312 77.6601508
"1605" "K R Puram" 13.0088135 76.1078992
"1606" "Magadi Road" 12.9756527 77.5553548
"1607" "Bagalakunte" 13.05979975 77.499882565005
"1608" "Murugeshpalya, Airport Road" NA NA
"1609" "Gottigere" 12.8565317 77.5877237
"1610" "Gottigere" 12.8565317 77.5877237
"1611" "No 309 6th A cross Banashankari 1st stage 2nd block Bangalore 560050" NA NA
"1612" "Ragavendra Industrial Estate" NA NA
"1613" "Jalahalli, Jalahalli, Outer Ring Road" 13.0423587 77.5489705
"1614" "Dooravani Nagar, Dooravani Nagar" NA NA
"1615" "Hommadevanahalli" NA NA
"1616" "Ms Palya, Vidyaranyapura" NA NA
"1617" "Mathikere" 13.0328884 77.557374
"1618" "Ramamurthy Nagar" 13.0120218 77.6777817
"1619" "J P Nagar" 12.9096941 77.5866067
"1620" "Btm Layout Stage 2, BTM Layout" 12.9140082 77.607945
"1621" "Sanjeevini Nagar, Hegganahalli" NA NA
"1622" "Electronic City" 12.8487599 77.6482529582762
"1623" "Prakruthi Township, Hennur" NA NA
"1624" "M C Layout, Vijayanagar, Magadi Road" NA NA
"1625" "Dr.Shivaram Karanth Nagar, Jakkuru" 13.0717866 77.6247704
"1626" "Rajajinagar" 12.9882338 77.554883
"1627" "Rayasandra" 12.8922828 78.0517535
"1628" "Rajajinagar" 12.9882338 77.554883
"1629" "Near coffee board layout" NA NA
